index,sequence_id,frame_id,name,cx,cy,cz,l,w,h,θ
42,000027,1616100842900,Pedestrian,-18.08,-17.4,-0.49,0.77,0.82,1.68,1.52
43,000027,1616100842900,Pedestrian,-18.02,-16.27,-0.53,0.77,0.76,1.63,1.49
44,000027,1616100842900,Pedestrian,-29.75,-5.0,-0.41,0.84,0.8,1.64,3.08
45,000027,1616100843899,Truck,21.22,31.56,-0.25,12.9,2.89,3.9,1.52
46,000027,1616100843899,Pedestrian,-18.17,-4.27,-0.42,0.62,0.75,1.7,1.52
47,000027,1616100843899,Pedestrian,-18.12,-3.17,-0.39,0.69,0.7,1.74,1.54
48,000027,1616100843899,Pedestrian,-18.1,2.28,-0.54,0.77,0.59,1.59,1.39
49,000027,1616100843899,Pedestrian,-28.51,6.21,-0.13,0.81,0.83,1.69,4.17
50,000027,1616100843899,Pedestrian,-37.69,29.3,0.28,1.08,0.81,1.8,4.07
51,000027,1616100844900,Truck,20.78,54.36,-0.43,12.3,2.9,3.99,1.53
52,000027,1616100845900,Pedestrian,-26.81,30.23,-0.15,0.79,0.89,1.74,1.97
53,000027,1616100845900,Pedestrian,-19.17,23.55,-0.34,0.85,0.94,1.71,1.64
54,000027,1616100845900,Pedestrian,-18.6,27.86,-0.5,0.77,0.77,1.63,1.66
55,000027,1616100845900,Pedestrian,-18.98,24.9,-0.48,0.77,0.77,1.64,1.64
56,000027,1616100845900,Pedestrian,10.52,67.33,0.32,0.82,0.82,1.78,1.49
57,000027,1616100846900,Pedestrian,-19.09,41.79,-0.41,0.78,0.77,1.63,1.63
58,000027,1616100847899,Truck,-25.96,-72.71,-0.22,5.15,2.11,1.9,1.41
59,000027,1616100847899,Pedestrian,-21.11,53.8,-0.35,0.8,0.8,1.7,6.02
60,000027,1616100851900,Pedestrian,46.55,48.06,-1.54,0.8,0.8,1.7,4.4
61,000027,1616100852900,Truck,17.81,-13.42,-1.08,4.83,1.87,1.77,1.57
62,000027,1616100853899,Truck,17.71,9.1,-1.05,4.63,1.86,1.75,1.56
63,000027,1616100854900,Truck,17.48,30.99,-1.1,5.01,1.81,1.92,1.57
64,000027,1616100856899,Pedestrian,-4.35,-28.56,-1.03,0.8,0.8,1.7,4.69
65,000027,1616100856899,Pedestrian,-12.33,-37.4,-1.03,0.8,0.8,1.7,0.45
66,000027,1616100858400,Pedestrian,-12.05,-24.44,-1.13,0.8,0.8,1.7,6.26
67,000027,1616100858400,Pedestrian,-17.82,-30.31,-1.24,0.8,0.8,1.7,4.4
68,000027,1616100859400,Pedestrian,-12.43,-14.61,-0.73,0.8,0.8,1.7,0.26
69,000027,1616100859400,Pedestrian,-19.09,-59.74,-0.51,0.8,0.8,1.7,1.59
70,000027,1616100859400,Pedestrian,-18.39,-23.67,-0.82,0.8,0.8,1.7,3.62
71,000027,1616100860400,Pedestrian,-20.64,-48.73,-0.46,0.8,0.8,1.7,1.55
72,000027,1616100860400,Pedestrian,-12.89,-4.82,-0.66,0.8,0.8,1.7,0.03
73,000027,1616100861399,Pedestrian,-20.04,-38.17,-0.71,0.8,0.8,1.7,1.81
74,000027,1616100861399,Pedestrian,-12.79,4.8,-0.67,0.8,0.8,1.7,0.23
75,000027,1616100862400,Pedestrian,-19.78,-27.65,-0.61,0.8,0.8,1.7,1.57
76,000027,1616100862400,Pedestrian,-12.95,14.33,-0.59,0.8,0.8,1.7,0.0
77,000027,1616100863400,Pedestrian,-19.49,-17.48,-0.4,0.8,0.8,1.7,1.58
78,000027,1616100863400,Pedestrian,-13.15,23.41,-0.66,0.8,0.8,1.7,0.12
79,000027,1616100864399,Pedestrian,-19.52,-7.59,-0.43,0.8,0.8,1.7,2.73
80,000027,1616100864399,Pedestrian,-13.16,32.18,-0.51,0.8,0.8,1.7,6.28
81,000027,1616100865399,Pedestrian,-19.55,1.69,-0.35,0.8,0.8,1.7,2.42
82,000027,1616100865399,Pedestrian,-13.26,40.14,-0.56,0.8,0.8,1.7,1.61
83,000027,1616100866399,Pedestrian,-19.64,10.11,-0.43,0.8,0.8,1.7,1.82
84,000027,1616100866399,Pedestrian,-12.89,47.36,-0.49,0.8,0.87,1.73,1.12
85,000027,1616100867399,Pedestrian,-19.74,17.69,-0.58,0.77,0.78,1.63,1.57
86,000027,1616100867399,Pedestrian,30.37,63.46,0.38,0.8,0.8,1.7,1.26
87,000027,1616100867399,Pedestrian,-12.67,53.67,-0.87,0.8,0.8,1.7,1.06
88,000027,1616100868400,Truck,31.3,51.02,-0.69,5.98,2.13,1.99,1.57
89,000027,1616100868400,Pedestrian,-19.75,23.82,-0.44,0.8,0.8,1.7,1.7
90,000027,1616100868400,Pedestrian,-12.64,58.44,-0.73,0.8,0.8,1.7,1.1
91,000027,1616100869400,Pedestrian,-19.73,28.58,-0.42,0.8,0.8,1.7,1.59
92,000027,1616100869400,Pedestrian,-12.42,61.81,-0.8,0.8,0.8,1.7,1.55
93,000027,1616100870400,Pedestrian,-19.64,32.57,-0.48,0.8,0.8,1.7,1.6
94,000027,1616100870400,Pedestrian,-12.21,64.09,-0.82,0.8,0.8,1.7,5.97
95,000027,1616100871401,Pedestrian,-19.56,35.36,-0.51,0.8,0.8,1.7,1.57
96,000027,1616100871401,Pedestrian,-11.68,65.55,-0.72,0.8,0.8,1.7,0.23
97,000027,1616100872400,Pedestrian,-19.56,37.06,-0.54,0.8,0.8,1.7,1.64
98,000027,1616100873399,Pedestrian,-19.62,38.09,-0.46,0.8,0.8,1.7,1.59
99,000027,1616100874399,Pedestrian,-19.81,39.15,-0.36,0.8,0.8,1.7,1.58
100,000027,1616100875399,Pedestrian,-19.45,67.02,-1.07,0.8,0.8,1.7,1.55
101,000027,1616100876400,Pedestrian,-19.61,41.3,-0.3,0.8,0.8,1.7,1.65
102,000027,1616100877400,Pedestrian,-19.34,42.21,-0.46,0.8,0.8,1.7,1.6
103,000027,1616100878399,Pedestrian,-18.75,43.12,-0.48,0.8,0.8,1.7,1.57
104,000027,1616100879399,Pedestrian,-18.28,44.22,-0.39,0.8,0.8,1.7,1.57
105,000027,1616100880399,Pedestrian,-17.74,45.16,-0.44,0.8,0.8,1.7,1.59
106,000027,1616100881398,Pedestrian,-17.15,46.13,-0.61,0.8,0.8,1.7,1.54
107,000027,1616100882400,Pedestrian,-16.67,47.05,-0.49,0.8,0.8,1.7,1.61
108,000027,1616100883401,Pedestrian,-16.19,47.96,-0.79,0.8,0.8,1.7,1.6
109,000027,1616100884400,Pedestrian,-15.79,49.03,-0.67,0.8,0.8,1.7,1.63
110,000027,1616100885399,Pedestrian,-15.41,50.15,-0.74,0.8,0.8,1.7,1.66
111,000027,1616100886400,Pedestrian,-14.91,51.15,-0.87,0.8,0.8,1.7,1.65
112,000027,1616100887400,Pedestrian,-14.53,52.19,-0.63,0.8,0.8,1.7,1.65
113,000027,1616100888400,Pedestrian,-14.22,53.07,-0.84,0.8,0.8,1.7,1.62
114,000027,1616100889399,Pedestrian,-14.01,54.03,-0.75,0.8,0.8,1.7,1.64
115,000027,1616100890400,Pedestrian,-13.82,55.0,-0.69,0.8,0.8,1.7,1.61
116,000027,1616100891400,Pedestrian,-13.38,55.86,-0.63,0.8,0.8,1.7,1.61
117,000027,1616100892400,Pedestrian,-13.18,56.67,-0.8,0.8,0.8,1.7,1.6
118,000027,1616100893399,Pedestrian,-13.23,57.69,-0.81,0.8,0.8,1.7,1.58
119,000027,1616100922900,Pedestrian,48.18,-13.56,-2.61,0.8,0.8,1.7,6.23
120,000027,1616100926900,Pedestrian,28.69,-64.15,-2.08,0.8,0.8,1.7,2.6
121,000027,1616100928901,Pedestrian,4.85,-54.78,-1.09,0.8,0.8,1.7,4.74
122,000027,1616100928901,Pedestrian,3.95,-54.74,-1.01,0.8,0.8,1.7,4.84
123,000027,1616100929900,Pedestrian,-3.55,-45.29,-0.78,0.8,0.8,1.7,4.76
124,000027,1616100929900,Pedestrian,-4.43,-44.55,-0.83,0.8,0.8,1.7,4.74
125,000027,1616100930900,Pedestrian,-8.47,-33.48,-0.15,0.8,0.8,1.7,4.69
126,000027,1616100930900,Pedestrian,-9.24,-32.7,-0.18,0.8,0.8,1.7,4.68
127,000027,1616100932400,Pedestrian,-9.08,-15.05,-0.37,0.8,0.8,1.7,4.46
128,000027,1616100932400,Pedestrian,-9.78,-14.21,-0.41,0.8,0.8,1.7,4.69
129,000027,1616100933400,Pedestrian,-9.69,-2.01,-0.48,0.8,0.8,1.7,0.04
130,000027,1616100933400,Pedestrian,-8.95,-2.51,-0.47,0.8,0.8,1.7,2.98
131,000027,1616100934399,Pedestrian,-9.11,10.29,-0.41,0.79,0.78,1.7,2.08
132,000027,1616100935399,Pedestrian,-10.0,23.72,-0.37,0.8,0.8,1.7,1.75
133,000027,1616100935399,Pedestrian,-9.04,23.22,-0.42,0.8,0.8,1.7,2.02
134,000027,1616100936400,Pedestrian,-9.85,36.45,-0.4,0.8,0.8,1.7,5.06
135,000027,1616100936400,Pedestrian,-10.64,37.0,-0.38,0.8,0.8,1.7,6.0
136,000027,1616100938400,Pedestrian,-11.43,64.53,-0.14,0.79,0.79,1.69,1.61
137,000027,1616100939400,Pedestrian,-14.99,53.9,-0.13,0.8,0.8,1.7,1.78
138,000027,1616100942400,Pedestrian,25.94,-13.36,-1.73,0.8,0.8,1.7,4.94
139,000027,1616100942400,Pedestrian,26.65,-13.1,-1.55,0.8,0.8,1.7,5.06
140,000027,1616100943401,Pedestrian,-8.29,-0.61,-0.76,0.8,0.8,1.7,0.2
141,000027,1616100943401,Pedestrian,22.95,2.63,-1.62,0.8,0.8,1.7,1.56
142,000027,1616100944400,Pedestrian,-8.35,11.72,-0.61,0.8,0.8,1.7,6.23
143,000027,1616100945399,Pedestrian,-8.41,23.61,-0.66,0.8,0.8,1.7,1.07
144,000027,1616100945399,Pedestrian,24.81,-39.78,0.91,0.8,0.8,1.7,1.36
145,000027,1616100946400,Pedestrian,-8.43,34.1,-1.01,0.8,0.8,1.7,1.39
146,000027,1616100946400,Pedestrian,20.45,-35.74,-1.01,0.8,0.8,1.7,4.09
147,000027,1616100946400,Pedestrian,20.63,-34.48,-1.04,0.8,0.8,1.7,4.33
148,000027,1616100946400,Pedestrian,20.69,-33.14,-0.05,0.8,0.8,1.7,4.66
149,000027,1616100947400,Pedestrian,-9.04,42.97,-0.86,0.8,0.8,1.7,1.58
150,000027,1616100951401,Pedestrian,5.2,-45.69,-1.36,0.8,0.8,1.7,0.09
151,000027,1616100952400,Pedestrian,5.08,-38.73,-1.54,0.8,0.8,1.7,5.88
152,000027,1616100953900,Pedestrian,4.82,-26.5,-1.63,0.8,0.8,1.7,0.07
153,000027,1616100954901,Pedestrian,8.88,-32.44,-1.24,0.8,0.8,1.7,5.52
154,000027,1616100954901,Pedestrian,18.53,-19.04,-1.61,0.8,0.8,1.7,1.59
155,000027,1616100955900,Pedestrian,9.5,-23.66,-0.99,0.8,0.8,1.7,5.95
156,000027,1616100955900,Pedestrian,18.84,-5.51,-1.5,0.8,0.8,1.7,1.5
157,000027,1616100955900,Pedestrian,22.59,-15.56,-1.49,0.8,0.8,1.7,1.45
158,000027,1616100956899,Pedestrian,19.07,7.59,-1.48,0.8,0.8,1.7,1.6
159,000027,1616100956899,Pedestrian,50.65,-49.11,-1.73,0.81,0.81,1.7,1.31
160,000027,1616100956899,Pedestrian,10.15,-13.94,-1.15,0.8,0.8,1.7,0.17
161,000027,1616100957900,Pedestrian,-10.21,-48.71,-1.1,0.8,0.8,1.7,1.54
162,000027,1616100957900,Pedestrian,11.24,-3.53,-1.08,0.8,0.8,1.7,6.26
163,000027,1616100957900,Pedestrian,18.95,20.72,-1.23,0.8,0.8,1.7,1.48
164,000027,1616100958900,Pedestrian,-10.28,-37.1,-0.85,0.8,0.8,1.7,1.6
165,000027,1616100958900,Pedestrian,12.49,7.59,-1.08,0.8,0.8,1.7,0.11
166,000027,1616100959899,Pedestrian,-10.88,-25.71,-0.67,0.8,0.8,1.7,1.61
167,000027,1616100959899,Pedestrian,13.75,18.72,-1.1,0.8,0.8,1.7,0.21
168,000027,1616100960899,Pedestrian,15.45,29.89,-1.25,0.8,0.8,1.7,1.4
169,000027,1616100960899,Pedestrian,-11.61,-14.13,-0.83,0.8,0.8,1.7,0.47
170,000027,1616100961900,Pedestrian,16.73,40.88,-1.0,0.8,0.8,1.7,0.7
171,000027,1616100965900,Pedestrian,28.66,-46.54,-1.52,0.8,0.8,1.7,4.74
172,000027,1616100967899,Pedestrian,29.37,-26.05,-1.75,0.8,0.8,1.7,4.74
173,000027,1616100968900,Pedestrian,27.22,-18.97,-0.43,0.8,0.8,1.7,4.83
174,000027,1616100969899,Pedestrian,29.49,-6.21,-1.8,0.8,0.8,1.7,4.79
175,000027,1616100970899,Pedestrian,29.6,3.83,-1.71,0.8,0.8,1.7,4.68
176,000027,1616100971900,Pedestrian,28.99,-33.9,-1.69,0.8,0.8,1.7,4.82
177,000027,1616100973900,Pedestrian,28.61,-14.73,-1.2,0.8,0.8,1.7,4.73
178,000027,1616100974900,Pedestrian,28.4,-5.69,-1.47,0.8,0.8,1.7,4.69
179,000027,1616100975900,Pedestrian,28.43,2.23,-1.15,0.8,0.8,1.7,4.71
180,000027,1616100990899,Pedestrian,32.42,-11.63,-1.29,0.8,0.8,1.7,4.63
181,000027,1616100991900,Pedestrian,32.31,-11.53,-1.36,0.8,0.8,1.7,4.61
182,000027,1616100992900,Pedestrian,28.21,9.14,-1.32,0.8,0.8,1.7,4.71
183,000027,1616100993900,Pedestrian,28.31,9.79,-1.26,0.8,0.8,1.7,4.72
184,000027,1616100994899,Truck,21.25,48.61,0.39,9.19,2.45,2.8,4.77
185,000027,1616100994899,Pedestrian,-14.0,-45.1,-1.03,0.78,0.78,1.66,4.68
186,000027,1616100994899,Pedestrian,-14.91,-44.91,-1.04,0.78,0.79,1.68,4.67
187,000027,1616100994899,Pedestrian,28.26,11.7,-1.46,0.76,0.77,1.67,4.75
188,000027,1616100995900,Pedestrian,28.45,14.67,-1.36,0.78,0.78,1.7,1.56
189,000027,1616100995900,Pedestrian,-38.2,-50.25,-1.21,0.8,0.8,1.7,4.31
190,000027,1616100995900,Pedestrian,-38.78,-50.07,-1.26,0.8,0.79,1.69,4.27
191,000027,1616100995900,Pedestrian,-14.21,-40.63,-1.11,0.8,0.8,1.7,4.61
192,000027,1616100996899,Pedestrian,-15.08,-41.76,-0.88,0.8,0.8,1.7,4.45
193,000027,1616100996899,Pedestrian,-15.31,-35.32,-0.99,0.8,0.8,1.7,4.54
194,000027,1616100998900,Pedestrian,32.48,22.73,-1.26,0.8,0.8,1.7,1.54
195,000027,1616100998900,Pedestrian,-19.85,55.72,-0.79,0.8,0.8,1.7,1.63
196,000027,1616100999899,Pedestrian,12.22,-18.88,-1.34,0.78,0.78,1.67,1.68
197,000027,1616100999899,Pedestrian,-9.13,-8.39,-0.51,0.78,0.78,1.67,1.6
198,000027,1616101000899,Pedestrian,-41.11,-38.28,-0.85,0.81,0.82,1.71,0.11
199,000027,1616101004900,Pedestrian,32.21,-23.49,-2.14,0.8,0.8,1.7,1.32
200,000027,1616101004900,Pedestrian,-14.58,-24.3,-0.99,0.8,0.8,1.7,4.53
201,000027,1616101006900,Pedestrian,-29.0,39.13,-1.93,0.8,0.8,1.7,3.4
202,000027,1616101010899,Pedestrian,58.92,3.56,-1.44,0.8,0.8,1.7,6.2
203,000027,1616101010899,Pedestrian,74.57,4.14,-2.13,0.8,0.8,1.7,6.28
204,000027,1616101011900,Pedestrian,3.12,-47.61,-1.14,0.77,0.78,1.65,4.63
205,000027,1616101015899,Pedestrian,-10.56,51.36,-0.66,0.79,0.79,1.68,4.78
206,000027,1616101018899,Pedestrian,21.68,16.1,-1.2,0.8,0.8,1.7,4.06
207,000027,1616101023900,Pedestrian,-11.25,41.74,-0.57,0.8,0.8,1.7,5.57
208,000027,1616101024899,Pedestrian,-10.87,53.57,-1.17,0.8,0.8,1.7,4.59
209,000027,1616101025900,Pedestrian,-26.92,-17.61,-0.27,0.8,0.8,1.7,3.6
210,000027,1616101025900,Pedestrian,-10.69,65.02,-0.86,0.8,0.8,1.7,4.47
211,000027,1616101025900,Pedestrian,21.14,-28.47,-2.49,0.8,0.8,1.7,3.0
212,000027,1616101026900,Pedestrian,-48.97,-7.69,-0.31,0.8,0.8,1.7,3.01
213,000027,1616101026900,Pedestrian,-27.98,-4.96,-0.42,0.8,0.8,1.7,3.27
214,000027,1616101026900,Pedestrian,20.92,-15.9,-1.28,0.8,0.8,1.7,3.09
215,000027,1616101027900,Pedestrian,-28.95,7.91,-0.63,0.8,0.8,1.7,3.35
216,000027,1616101027900,Pedestrian,20.96,-3.56,-0.93,0.8,0.8,1.7,2.8
217,000027,1616101027900,Pedestrian,-50.32,5.36,-0.48,0.8,0.8,1.7,3.3
218,000027,1616101028899,Pedestrian,-29.77,21.02,-0.1,0.8,0.8,1.7,3.29
219,000027,1616101028899,Pedestrian,-51.6,18.93,0.44,0.8,0.8,1.7,3.19
220,000027,1616101028899,Pedestrian,20.79,9.24,-1.23,0.8,0.8,1.7,3.14
221,000027,1616101029900,Pedestrian,-30.77,34.5,0.05,0.8,0.8,1.7,3.26
222,000027,1616101029900,Pedestrian,20.79,22.38,-1.06,0.8,0.8,1.7,4.36
223,000027,1616101029900,Pedestrian,-52.82,32.51,0.6,0.8,0.8,1.7,3.14
224,000027,1616101030900,Pedestrian,-32.36,48.1,0.29,0.8,0.8,1.7,3.04
225,000027,1616101030900,Pedestrian,-15.93,-12.27,-0.53,0.8,0.8,1.7,1.42
226,000027,1616101030900,Pedestrian,20.37,36.3,-1.02,0.8,0.8,1.7,5.6
227,000027,1616101031899,Pedestrian,-15.89,3.22,-0.54,0.8,0.8,1.7,1.42
228,000027,1616101031899,Pedestrian,-34.24,61.4,0.04,0.8,0.8,1.7,3.12
229,000027,1616101031899,Pedestrian,19.72,50.81,-1.32,0.8,0.8,1.7,6.02
230,000027,1616101032899,Pedestrian,-16.02,18.75,-0.54,0.8,0.8,1.7,1.75
231,000027,1616101047900,Pedestrian,27.25,-73.52,-2.07,0.8,0.8,1.7,4.59
232,000027,1616101048899,Pedestrian,27.01,-65.95,-1.6,0.8,0.8,1.7,4.79
233,000027,1616101049900,Pedestrian,26.61,-57.61,-2.02,0.8,0.8,1.7,4.71
234,000027,1616101050900,Pedestrian,26.59,-48.9,-1.43,0.8,0.8,1.7,4.77
235,000027,1616101051900,Pedestrian,26.7,-38.85,-1.16,0.8,0.8,1.7,4.74
236,000027,1616101052900,Pedestrian,26.86,-28.19,-1.05,0.8,0.8,1.7,4.76
237,000027,1616101053899,Pedestrian,26.81,-17.25,-1.19,0.8,0.8,1.7,4.79
238,000027,1616101054901,Pedestrian,26.48,-6.38,-1.3,0.8,0.8,1.7,4.71
239,000027,1616101055900,Pedestrian,26.29,5.46,-1.21,0.8,0.8,1.7,4.64
240,000027,1616101055900,Pedestrian,-19.9,39.99,-0.97,0.8,0.8,1.7,5.25
241,000027,1616101056899,Pedestrian,26.33,18.9,-1.08,0.8,0.8,1.7,4.61
242,000027,1616101057899,Pedestrian,25.81,34.55,-0.9,0.8,0.8,1.7,4.62
243,000027,1616101058900,Pedestrian,23.94,50.75,-1.45,0.8,0.8,1.7,4.7
244,000027,1616101059900,Pedestrian,23.82,63.35,-1.56,0.8,0.8,1.7,4.68
245,000027,1616101063899,Pedestrian,-13.14,-61.98,-0.43,0.8,0.8,1.7,4.69
246,000027,1616101063899,Pedestrian,33.44,-26.22,-1.09,0.79,0.79,1.7,2.47
247,000027,1616101064900,Pedestrian,23.47,-49.15,-1.81,0.8,0.8,1.7,1.56
248,000027,1616101064900,Pedestrian,33.59,-9.15,-1.24,0.8,0.8,1.7,2.83
249,000027,1616101065900,Pedestrian,28.68,47.85,-0.71,0.8,0.8,1.7,1.49
250,000027,1616101065900,Pedestrian,-11.92,-71.39,-0.27,0.8,0.8,1.7,4.4
251,000027,1616101066900,Truck,35.25,-54.17,0.15,5.19,2.12,1.95,0.05
252,000027,1616101066900,Pedestrian,22.68,-17.1,-1.2,0.76,0.75,1.58,5.91
253,000027,1616101066900,Pedestrian,-12.9,-56.42,-0.51,0.8,0.8,1.7,4.7
254,000027,1616101066900,Pedestrian,31.2,-14.24,-0.72,0.76,0.76,1.61,2.43
255,000027,1616101067899,Pedestrian,25.91,-8.41,-1.1,0.99,0.8,1.62,1.56
256,000027,1616101067899,Pedestrian,22.88,4.63,-1.53,0.78,0.76,1.57,6.17
257,000027,1616101067899,Pedestrian,-13.42,-42.53,-0.12,0.85,0.86,1.67,4.72
258,000027,1616101068900,Truck,34.61,-24.65,-0.35,4.8,2.45,2.32,0.06
259,000027,1616101068900,Pedestrian,24.64,6.86,-1.33,0.89,0.78,1.94,1.64
260,000027,1616101068900,Pedestrian,5.29,-58.78,-1.52,0.78,0.78,1.65,4.7
261,000027,1616101068900,Pedestrian,-13.75,-29.18,-0.42,0.93,0.96,1.68,4.67
262,000027,1616101068900,Pedestrian,22.54,12.66,-1.42,0.76,0.75,1.69,6.05
263,000027,1616101068900,Pedestrian,28.93,15.07,-1.33,0.77,1.2,1.86,3.9
264,000027,1616101068900,Pedestrian,20.65,42.72,-1.55,0.79,0.79,1.67,1.48
265,000027,1616101069900,Truck,23.53,-49.3,-1.44,6.58,2.35,2.38,2.82
266,000027,1616101069900,Truck,34.7,-10.54,0.01,5.3,2.47,2.2,0.07
267,000027,1616101069900,Pedestrian,-14.01,-16.18,-0.62,1.08,1.05,2.15,4.7
268,000027,1616101069900,Pedestrian,5.18,-44.4,-1.27,0.78,0.78,1.65,1.56
269,000027,1616101069900,Pedestrian,30.49,-39.33,-1.43,0.79,0.79,1.68,1.67
270,000027,1616101069900,Pedestrian,-18.86,-46.86,-1.27,0.89,0.8,1.95,1.47
271,000027,1616101069900,Pedestrian,-19.65,-47.06,-1.27,0.8,0.94,1.96,1.51
272,000027,1616101069900,Pedestrian,40.25,-5.32,-1.07,0.78,0.78,1.68,4.88
273,000027,1616101069900,Pedestrian,21.4,-43.78,-2.16,0.78,0.78,1.67,4.7
274,000027,1616101069900,Pedestrian,29.24,-74.89,-1.81,0.81,0.81,1.71,4.84
275,000027,1616101069900,Pedestrian,22.44,26.89,-1.1,0.77,0.77,1.65,1.33
276,000027,1616101071399,Truck,20.63,-25.78,-1.36,8.91,2.6,2.57,2.22
277,000027,1616101071399,Truck,34.67,10.06,-0.13,5.23,2.48,2.29,0.09
278,000027,1616101071399,Pedestrian,29.4,-56.18,-1.62,0.8,0.89,1.7,4.78
279,000027,1616101071399,Pedestrian,-16.37,-50.55,-0.75,0.78,0.78,1.61,4.54
280,000027,1616101071399,Pedestrian,-14.06,29.46,-0.37,0.86,0.86,1.91,4.75
281,000027,1616101071399,Pedestrian,-13.9,2.51,-0.33,0.93,0.79,1.75,4.79
282,000027,1616101071399,Pedestrian,29.05,-58.28,-1.93,0.8,0.8,1.7,4.85
283,000027,1616101071399,Pedestrian,29.68,-58.19,-1.89,0.8,0.8,1.7,4.8
284,000027,1616101071399,Pedestrian,-18.95,-24.23,-0.84,0.78,0.78,1.67,1.56
285,000027,1616101071399,Pedestrian,26.52,48.62,-1.02,0.78,0.8,1.7,1.51
286,000027,1616101072400,Truck,18.31,-7.08,-0.95,6.17,2.47,2.21,1.83
287,000027,1616101072400,Truck,34.24,23.58,0.23,4.77,2.39,2.19,0.05
288,000027,1616101072400,Pedestrian,-13.9,14.53,-0.51,1.15,0.95,1.98,4.71
289,000027,1616101072400,Pedestrian,32.61,-2.55,-1.29,0.73,0.75,1.8,0.2
290,000027,1616101072400,Pedestrian,33.84,-3.89,-1.24,0.78,0.79,1.68,6.14
